value_binned,n,p,bin_numeric,cluster_removed,h3_resolution
"[560,570)",12,0.00252419015565839,570,all_data,6
"[570,580)",,,580,all_data,6
"[580,590)",10,0.00210349179638199,590,all_data,6
"[590,600)",,,600,all_data,6
"[600,610)",11,0.00231384097602019,610,all_data,6
"[610,620)",,,620,all_data,6
"[620,630)",10,0.00210349179638199,630,all_data,6
"[630,640)",,,640,all_data,6
"[640,650)",,,650,all_data,6
"[650,660)",,,660,all_data,6
"[660,670)",,,670,all_data,6
"[670,680)",,,680,all_data,6
"[680,690)",,,690,all_data,6
"[690,700)",,,700,all_data,6
"[700,710)",,,710,all_data,6
"[710,720)",,,720,all_data,6
"[720,730)",,,730,all_data,6
"[730,740)",,,740,all_data,6
"[740,750)",,,750,all_data,6
"[750,760)",,,760,all_data,6
"[760,770)",,,770,all_data,6
"[770,780)",,,780,all_data,6
"[780,790)",,,790,all_data,6
"[790,800)",,,800,all_data,6
"[800,810)",,,810,all_data,6
"[820,830)",,,830,all_data,6
"[830,840)",,,840,all_data,6
"[840,850)",,,850,all_data,6
"[850,860)",,,860,all_data,6
"[860,870)",,,870,all_data,6
"[870,880)",,,880,all_data,6
"[880,890)",,,890,all_data,6
"[890,900)",,,900,all_data,6
"[900,910)",,,910,all_data,6
"[910,920)",,,920,all_data,6
"[920,930)",,,930,all_data,6
"[930,940)",,,940,all_data,6
"[940,950)",,,950,all_data,6
"[950,960)",,,960,all_data,6
"[960,970)",,,970,all_data,6
"[970,980)",,,980,all_data,6
"[990,1e+03)",,,1000,all_data,6
"[1e+03,1.01e+03)",,,1010,all_data,6
"[1.04e+03,1.05e+03)",,,1050,all_data,6
"[1.05e+03,1.06e+03)",,,1060,all_data,6
"[1.06e+03,1.07e+03)",,,1070,all_data,6
"[1.07e+03,1.08e+03)",,,1080,all_data,6
"[1.08e+03,1.09e+03)",,,1090,all_data,6
"[1.09e+03,1.1e+03)",,,1100,all_data,6
"[1.1e+03,1.11e+03)",,,1110,all_data,6
"[1.12e+03,1.13e+03)",,,1130,all_data,6
"[1.13e+03,1.14e+03)",,,1140,all_data,6
"[1.15e+03,1.16e+03)",,,1160,all_data,6
"[1.16e+03,1.17e+03)",,,1170,all_data,6
"[1.18e+03,1.19e+03)",,,1190,all_data,6
"[1.19e+03,1.2e+03)",,,1200,all_data,6
"[1.23e+03,1.24e+03)",,,1240,all_data,6
"[1.25e+03,1.26e+03)",,,1260,all_data,6
"[1.26e+03,1.27e+03)",,,1270,all_data,6
"[1.3e+03,1.31e+03)",,,1310,all_data,6
"[1.33e+03,1.34e+03)",,,1340,all_data,6
"[1.36e+03,1.37e+03)",,,1370,all_data,6
"[1.38e+03,1.39e+03)",,,1390,all_data,6
"[1.4e+03,1.41e+03)",,,1410,all_data,6
"[1.43e+03,1.44e+03)",,,1440,all_data,6
"[1.44e+03,1.45e+03)",,,1450,all_data,6
"[1.46e+03,1.47e+03)",,,1470,all_data,6
"[1.47e+03,1.48e+03)",,,1480,all_data,6
"[1.52e+03,1.53e+03)",,,1530,all_data,6
"[1.53e+03,1.54e+03)",,,1540,all_data,6
"[1.67e+03,1.68e+03)",,,1680,all_data,6
"[1.73e+03,1.74e+03)",,,1740,all_data,6
"[2.1e+03,2.11e+03)",,,2110,all_data,6
"[2.91e+03,2.92e+03)",,,2920,all_data,6
"",,,,all_data,6
"[0,10)",551,0.117936643835616,10,0,6
"[10,20)",588,0.125856164383562,20,0,6
"[20,30)",518,0.110873287671233,30,0,6
"[30,40)",424,0.0907534246575342,40,0,6
"[40,50)",338,0.0723458904109589,50,0,6
"[50,60)",291,0.0622859589041096,60,0,6
"[60,70)",241,0.051583904109589,70,0,6
"[70,80)",173,0.0370291095890411,80,0,6
"[80,90)",155,0.0331763698630137,90,0,6
"[90,100)",122,0.0261130136986301,100,0,6
"[100,110)",119,0.0254708904109589,110,0,6
"[110,120)",94,0.0201198630136986,120,0,6
"[120,130)",91,0.0194777397260274,130,0,6
"[130,140)",94,0.0201198630136986,140,0,6
"[140,150)",62,0.0132705479452055,150,0,6
"[150,160)",80,0.0171232876712329,160,0,6
"[160,170)",55,0.0117722602739726,170,0,6
"[170,180)",67,0.0143407534246575,180,0,6
"[180,190)",58,0.0124143835616438,190,0,6
"[190,200)",61,0.0130565068493151,200,0,6
"[200,210)",46,0.0098458904109589,210,0,6
"[210,220)",45,0.00963184931506849,220,0,6
"[220,230)",31,0.00663527397260274,230,0,6
"[230,240)",50,0.0107020547945205,240,0,6
"[240,250)",33,0.00706335616438356,250,0,6
"[250,260)",28,0.00599315068493151,260,0,6
"[260,270)",19,0.00406678082191781,270,0,6
"[270,280)",38,0.00813356164383562,280,0,6
"[280,290)",10,0.00214041095890411,290,0,6
"[290,300)",31,0.00663527397260274,300,0,6
"[300,310)",20,0.00428082191780822,310,0,6
"[310,320)",18,0.0038527397260274,320,0,6
"[320,330)",,,330,0,6
"[330,340)",16,0.00342465753424658,340,0,6
"[340,350)",18,0.0038527397260274,350,0,6
"[350,360)",17,0.00363869863013699,360,0,6
"[360,370)",13,0.00278253424657534,370,0,6
"[370,380)",12,0.00256849315068493,380,0,6
"[380,390)",10,0.00214041095890411,390,0,6
"[390,400)",,,400,0,6
"[400,410)",12,0.00256849315068493,410,0,6
"[410,420)",,,420,0,6
"[420,430)",11,0.00235445205479452,430,0,6
"[430,440)",,,440,0,6
"[440,450)",,,450,0,6
"[450,460)",,,460,0,6
"[460,470)",,,470,0,6
"[470,480)",,,480,0,6
"[480,490)",,,490,0,6
"[490,500)",,,500,0,6
"[500,510)",,,510,0,6
"[510,520)",,,520,0,6
"[520,530)",,,530,0,6
"[530,540)",,,540,0,6
"[540,550)",12,0.00256849315068493,550,0,6
"[550,560)",,,560,0,6
"[560,570)",,,570,0,6
"[570,580)",,,580,0,6
"[580,590)",,,590,0,6
"[590,600)",,,600,0,6
"[600,610)",,,610,0,6
"[610,620)",,,620,0,6
"[620,630)",,,630,0,6
"[630,640)",,,640,0,6
"[640,650)",,,650,0,6
"[650,660)",,,660,0,6
"[660,670)",,,670,0,6
"[670,680)",,,680,0,6
"[680,690)",,,690,0,6
"[690,700)",,,700,0,6
"[700,710)",,,710,0,6
"[710,720)",,,720,0,6
"[720,730)",,,730,0,6
"[730,740)",,,740,0,6
"[740,750)",,,750,0,6
"[750,760)",,,760,0,6
"[760,770)",,,770,0,6
"[770,780)",,,780,0,6
"[780,790)",,,790,0,6
"[790,800)",,,800,0,6
"[800,810)",,,810,0,6
"[810,820)",,,820,0,6
"[820,830)",,,830,0,6
"[830,840)",,,840,0,6
"[840,850)",,,850,0,6
"[880,890)",,,890,0,6
"[900,910)",,,910,0,6
"[910,920)",,,920,0,6
"[920,930)",,,930,0,6
"[930,940)",,,940,0,6
"[950,960)",,,960,0,6
"[960,970)",,,970,0,6
"[1e+03,1.01e+03)",,,1010,0,6
"[1.01e+03,1.02e+03)",,,1020,0,6
"[1.06e+03,1.07e+03)",,,1070,0,6
"[1.07e+03,1.08e+03)",,,1080,0,6
"[1.13e+03,1.14e+03)",,,1140,0,6
"[1.19e+03,1.2e+03)",,,1200,0,6
"[1.28e+03,1.29e+03)",,,1290,0,6
"[1.29e+03,1.3e+03)",,,1300,0,6
"[1.35e+03,1.36e+03)",,,1360,0,6
"[1.75e+03,1.76e+03)",,,1760,0,6
"[2.57e+03,2.58e+03)",,,2580,0,6
"",,,,0,6
"[0,10)",224,0.0471083070452156,10,1,6
"[10,20)",246,0.0517350157728707,20,1,6
"[20,30)",235,0.0494216614090431,30,1,6
"[30,40)",247,0.0519453207150368,40,1,6
"[40,50)",279,0.0586750788643533,50,1,6
"[50,60)",241,0.05068349106204,60,1,6
"[60,70)",245,0.0515247108307045,70,1,6
"[70,80)",233,0.0490010515247108,80,1,6
"[80,90)",202,0.0424815983175605,90,1,6
"[90,100)",196,0.0412197686645636,100,1,6
"[100,110)",174,0.0365930599369085,110,1,6
"[110,120)",167,0.0351209253417455,120,1,6
"[120,130)",173,0.0363827549947424,130,1,6
"[130,140)",128,0.026919032597266,140,1,6
"[140,150)",124,0.0260778128286015,150,1,6
"[150,160)",102,0.0214511041009464,160,1,6
"[160,170)",86,0.0180862250262881,170,1,6
"[170,180)",93,0.0195583596214511,180,1,6
"[180,190)",101,0.0212407991587802,190,1,6
"[190,200)",73,0.0153522607781283,200,1,6
"[200,210)",73,0.0153522607781283,210,1,6
"[210,220)",71,0.014931650893796,220,1,6
"[220,230)",58,0.0121976866456362,230,1,6
"[230,240)",62,0.0130389064143007,240,1,6
"[240,250)",53,0.0111461619348055,250,1,6
"[250,260)",53,0.0111461619348055,260,1,6
"[260,270)",52,0.0109358569926393,270,1,6
"[270,280)",47,0.00988433228180862,280,1,6
"[280,290)",51,0.0107255520504732,290,1,6
"[290,300)",42,0.00883280757097792,300,1,6
"[300,310)",49,0.0103049421661409,310,1,6
"[310,320)",51,0.0107255520504732,320,1,6
"[320,330)",27,0.00567823343848581,330,1,6
"[330,340)",45,0.00946372239747634,340,1,6
"[340,350)",32,0.00672975814931651,350,1,6
"[350,360)",35,0.00736067297581493,360,1,6
"[360,370)",31,0.00651945320715037,370,1,6
"[370,380)",28,0.00588853838065195,380,1,6
"[380,390)",30,0.00630914826498423,390,1,6
"[390,400)",23,0.00483701366982124,400,1,6
"[400,410)",25,0.00525762355415352,410,1,6
"[410,420)",17,0.0035751840168244,420,1,6
"[420,430)",18,0.00378548895899054,430,1,6
"[430,440)",24,0.00504731861198738,440,1,6
"[440,450)",16,0.00336487907465825,450,1,6
"[450,460)",19,0.00399579390115668,460,1,6
"[460,470)",18,0.00378548895899054,470,1,6
"[470,480)",15,0.00315457413249211,480,1,6
"[480,490)",17,0.0035751840168244,490,1,6
"[490,500)",13,0.00273396424815983,500,1,6
"[500,510)",15,0.00315457413249211,510,1,6
"[510,520)",,,520,1,6
"[520,530)",,,530,1,6
"[530,540)",15,0.00315457413249211,540,1,6
"[540,550)",17,0.0035751840168244,550,1,6
"[550,560)",,,560,1,6
"[560,570)",12,0.00252365930599369,570,1,6
"[570,580)",,,580,1,6
"[580,590)",11,0.00231335436382755,590,1,6
"[590,600)",,,600,1,6
"[600,610)",11,0.00231335436382755,610,1,6
"[610,620)",,,620,1,6
"[620,630)",10,0.00210304942166141,630,1,6
"[630,640)",,,640,1,6
"[640,650)",,,650,1,6
"[650,660)",,,660,1,6
"[660,670)",,,670,1,6
"[670,680)",,,680,1,6
"[680,690)",,,690,1,6
"[690,700)",,,700,1,6
"[700,710)",,,710,1,6
"[710,720)",,,720,1,6
"[720,730)",,,730,1,6
"[730,740)",,,740,1,6
"[740,750)",,,750,1,6
"[750,760)",,,760,1,6
"[760,770)",,,770,1,6
"[770,780)",,,780,1,6
"[780,790)",,,790,1,6
"[790,800)",,,800,1,6
"[800,810)",,,810,1,6
"[820,830)",,,830,1,6
"[830,840)",,,840,1,6
"[840,850)",,,850,1,6
"[850,860)",,,860,1,6
"[860,870)",,,870,1,6
"[870,880)",,,880,1,6
"[880,890)",,,890,1,6
"[890,900)",,,900,1,6
"[900,910)",,,910,1,6
"[910,920)",,,920,1,6
"[920,930)",,,930,1,6
"[930,940)",,,940,1,6
"[940,950)",,,950,1,6
"[950,960)",,,960,1,6
"[960,970)",,,970,1,6
"[970,980)",,,980,1,6
"[990,1e+03)",,,1000,1,6
"[1e+03,1.01e+03)",,,1010,1,6
"[1.04e+03,1.05e+03)",,,1050,1,6
"[1.05e+03,1.06e+03)",,,1060,1,6
"[1.06e+03,1.07e+03)",,,1070,1,6
"[1.07e+03,1.08e+03)",,,1080,1,6
"[1.08e+03,1.09e+03)",,,1090,1,6
"[1.09e+03,1.1e+03)",,,1100,1,6
"[1.1e+03,1.11e+03)",,,1110,1,6
"[1.12e+03,1.13e+03)",,,1130,1,6
"[1.13e+03,1.14e+03)",,,1140,1,6
"[1.15e+03,1.16e+03)",,,1160,1,6
"[1.16e+03,1.17e+03)",,,1170,1,6
"[1.18e+03,1.19e+03)",,,1190,1,6
"[1.19e+03,1.2e+03)",,,1200,1,6
"[1.23e+03,1.24e+03)",,,1240,1,6
"[1.25e+03,1.26e+03)",,,1260,1,6
"[1.26e+03,1.27e+03)",,,1270,1,6
"[1.3e+03,1.31e+03)",,,1310,1,6
"[1.33e+03,1.34e+03)",,,1340,1,6
"[1.36e+03,1.37e+03)",,,1370,1,6
"[1.38e+03,1.39e+03)",,,1390,1,6
"[1.4e+03,1.41e+03)",,,1410,1,6
"[1.43e+03,1.44e+03)",,,1440,1,6
"[1.44e+03,1.45e+03)",,,1450,1,6
"[1.46e+03,1.47e+03)",,,1470,1,6
"[1.47e+03,1.48e+03)",,,1480,1,6
"[1.52e+03,1.53e+03)",,,1530,1,6
"[1.53e+03,1.54e+03)",,,1540,1,6
"[1.67e+03,1.68e+03)",,,1680,1,6
"[1.73e+03,1.74e+03)",,,1740,1,6
"[2.1e+03,2.11e+03)",,,2110,1,6
"[2.91e+03,2.92e+03)",,,2920,1,6
"",,,,1,6
"[0,10)",241,0.0505665127989929,10,2,6
"[10,20)",253,0.0530843474611834,20,2,6
"[20,30)",238,0.0499370541334452,30,2,6
"[30,40)",273,0.0572807385648342,40,2,6
"[40,50)",268,0.0562316407889215,50,2,6
"[50,60)",254,0.0532941670163659,60,2,6
"[60,70)",237,0.0497272345782627,70,2,6
"[70,80)",230,0.0482584976919849,80,2,6
"[80,90)",196,0.0411246328157784,90,2,6
"[90,100)",201,0.0421737305916911,100,2,6
"[100,110)",179,0.0375577003776752,110,2,6
"[110,120)",159,0.0333613092740243,120,2,6
"[120,130)",168,0.0352496852706672,130,2,6
"[130,140)",132,0.0276961812840957,140,2,6
"[140,150)",103,0.0216114141838019,150,2,6
"[150,160)",105,0.022031053294167,160,2,6
"[160,170)",86,0.0180444817456987,170,2,6
"[170,180)",95,0.0199328577423416,180,2,6
"[180,190)",103,0.0216114141838019,190,2,6
"[190,200)",68,0.0142677297524129,200,2,6
"[200,210)",75,0.0157364666386907,210,2,6
"[210,220)",63,0.0132186319765002,220,2,6
"[220,230)",56,0.0117498950902224,230,2,6
"[230,240)",65,0.0136382710868653,240,2,6
"[240,250)",56,0.0117498950902224,250,2,6
"[250,260)",51,0.0107007973143097,260,2,6
"[260,270)",47,0.00986151909357952,270,2,6
"[270,280)",46,0.00965169953839698,280,2,6
"[280,290)",48,0.0100713386487621,290,2,6
"[290,300)",54,0.0113302559798573,300,2,6
"[300,310)",54,0.0113302559798573,310,2,6
"[310,320)",27,0.00566512798992866,320,2,6
"[320,330)",37,0.00776332354175409,330,2,6
"[330,340)",43,0.00902224087284935,340,2,6
"[340,350)",32,0.00671422576584138,350,2,6
"[350,360)",36,0.00755350398657155,360,2,6
"[360,370)",29,0.00608476710029375,370,2,6
"[370,380)",27,0.00566512798992866,380,2,6
"[380,390)",29,0.00608476710029375,390,2,6
"[390,400)",27,0.00566512798992866,400,2,6
"[400,410)",16,0.00335711288292069,410,2,6
"[410,420)",19,0.00398657154846832,420,2,6
"[420,430)",19,0.00398657154846832,430,2,6
"[430,440)",19,0.00398657154846832,440,2,6
"[440,450)",19,0.00398657154846832,450,2,6
"[450,460)",17,0.00356693243810323,460,2,6
"[460,470)",14,0.0029374737725556,470,2,6
"[470,480)",18,0.00377675199328577,480,2,6
"[480,490)",16,0.00335711288292069,490,2,6
"[490,500)",12,0.00251783466219052,500,2,6
"[500,510)",12,0.00251783466219052,510,2,6
"[510,520)",11,0.00230801510700797,520,2,6
"[520,530)",12,0.00251783466219052,530,2,6
"[530,540)",17,0.00356693243810323,540,2,6
"[540,550)",,,550,2,6
"[550,560)",,,560,2,6
"[560,570)",14,0.0029374737725556,570,2,6
"[570,580)",,,580,2,6
"[580,590)",10,0.00209819555182543,590,2,6
"[590,600)",,,600,2,6
"[600,610)",10,0.00209819555182543,610,2,6
"[610,620)",,,620,2,6
"[620,630)",10,0.00209819555182543,630,2,6
"[630,640)",,,640,2,6
"[640,650)",,,650,2,6
"[650,660)",10,0.00209819555182543,660,2,6
"[660,670)",,,670,2,6
"[670,680)",,,680,2,6
"[680,690)",,,690,2,6
"[690,700)",,,700,2,6
"[700,710)",,,710,2,6
"[710,720)",,,720,2,6
"[720,730)",,,730,2,6
"[730,740)",,,740,2,6
"[740,750)",,,750,2,6
"[750,760)",,,760,2,6
"[760,770)",,,770,2,6
"[770,780)",,,780,2,6
"[780,790)",,,790,2,6
"[790,800)",,,800,2,6
"[800,810)",,,810,2,6
"[810,820)",,,820,2,6
"[820,830)",,,830,2,6
"[840,850)",,,850,2,6
"[850,860)",,,860,2,6
"[860,870)",,,870,2,6
"[870,880)",,,880,2,6
"[880,890)",,,890,2,6
"[890,900)",,,900,2,6
"[900,910)",,,910,2,6
"[910,920)",,,920,2,6
"[920,930)",,,930,2,6
"[930,940)",,,940,2,6
"[940,950)",,,950,2,6
"[950,960)",,,960,2,6
"[970,980)",,,980,2,6
"[990,1e+03)",,,1000,2,6
"[1.03e+03,1.04e+03)",,,1040,2,6
"[1.04e+03,1.05e+03)",,,1050,2,6
"[1.05e+03,1.06e+03)",,,1060,2,6
"[1.06e+03,1.07e+03)",,,1070,2,6
"[1.07e+03,1.08e+03)",,,1080,2,6
"[1.08e+03,1.09e+03)",,,1090,2,6
"[1.09e+03,1.1e+03)",,,1100,2,6
"[1.1e+03,1.11e+03)",,,1110,2,6
"[1.11e+03,1.12e+03)",,,1120,2,6
"[1.12e+03,1.13e+03)",,,1130,2,6
"[1.15e+03,1.16e+03)",,,1160,2,6
"[1.16e+03,1.17e+03)",,,1170,2,6
"[1.18e+03,1.19e+03)",,,1190,2,6
"[1.19e+03,1.2e+03)",,,1200,2,6
"[1.21e+03,1.22e+03)",,,1220,2,6
"[1.22e+03,1.23e+03)",,,1230,2,6
"[1.23e+03,1.24e+03)",,,1240,2,6
"[1.25e+03,1.26e+03)",,,1260,2,6
"[1.3e+03,1.31e+03)",,,1310,2,6
"[1.33e+03,1.34e+03)",,,1340,2,6
"[1.35e+03,1.36e+03)",,,1360,2,6
"[1.38e+03,1.39e+03)",,,1390,2,6
"[1.39e+03,1.4e+03)",,,1400,2,6
"[1.43e+03,1.44e+03)",,,1440,2,6
"[1.46e+03,1.47e+03)",,,1470,2,6
"[1.5e+03,1.51e+03)",,,1510,2,6
"[1.52e+03,1.53e+03)",,,1530,2,6
"[1.67e+03,1.68e+03)",,,1680,2,6
"[1.72e+03,1.73e+03)",,,1730,2,6
"[2.09e+03,2.1e+03)",,,2100,2,6
"[2.9e+03,2.91e+03)",,,2910,2,6
"",,,,2,6
"[0,10)",272,0.0558636270281372,10,3,6
"[10,20)",288,0.0591497227356747,20,3,6
"[20,30)",319,0.0655165331690285,30,3,6
"[30,40)",339,0.0696241528034504,40,3,6
"[40,50)",344,0.0706510577120559,50,3,6
"[50,60)",318,0.0653111521873075,60,3,6
"[60,70)",296,0.0607927705894434,70,3,6
"[70,80)",282,0.0579174368453481,80,3,6
"[80,90)",245,0.0503183405216677,90,3,6
"[90,100)",209,0.0429246251797084,100,3,6
"[100,110)",182,0.0373793386732389,110,3,6
"[110,120)",168,0.0345040049291436,120,3,6
"[120,130)",158,0.0324501951119326,130,3,6
"[130,140)",136,0.0279318135140686,140,3,6
"[140,150)",111,0.0227972889710413,150,3,6
"[150,160)",130,0.026699527623742,160,3,6
"[160,170)",101,0.0207434791538304,170,3,6
"[170,180)",97,0.019921955226946,180,3,6
"[180,190)",71,0.0145820497021976,190,3,6
"[190,200)",93,0.0191004313000616,200,3,6
"[200,210)",82,0.0168412405011296,210,3,6
"[210,220)",69,0.0141712877387554,220,3,6
"[220,230)",54,0.011090573012939,230,3,6
"[230,240)",52,0.0106798110494968,240,3,6
"[240,250)",60,0.0123228589032656,250,3,6
"[250,260)",41,0.0084206202505648,260,3,6
"[260,270)",54,0.011090573012939,270,3,6
"[270,280)",36,0.00739371534195934,280,3,6
"[280,290)",28,0.00575066748819059,290,3,6
"[290,300)",27,0.0055452865064695,300,3,6
"[300,310)",22,0.00451838159786404,310,3,6
"[310,320)",26,0.00533990552474841,320,3,6
"[320,330)",23,0.00472376257958513,330,3,6
"[330,340)",15,0.00308071472581639,340,3,6
"[340,350)",17,0.00349147668925857,350,3,6
"[350,360)",17,0.00349147668925857,360,3,6
"[360,370)",15,0.00308071472581639,370,3,6
"[370,380)",10,0.00205380981721093,380,3,6
"[380,390)",17,0.00349147668925857,390,3,6
"[390,400)",10,0.00205380981721093,400,3,6
"[400,410)",,,410,3,6
"[410,420)",15,0.00308071472581639,420,3,6
"[420,430)",,,430,3,6
"[430,440)",10,0.00205380981721093,440,3,6
"[440,450)",10,0.00205380981721093,450,3,6
"[450,460)",,,460,3,6
"[460,470)",,,470,3,6
"[470,480)",,,480,3,6
"[480,490)",,,490,3,6
"[490,500)",,,500,3,6
"[500,510)",,,510,3,6
"[510,520)",,,520,3,6
"[520,530)",,,530,3,6
"[530,540)",,,540,3,6
"[540,550)",,,550,3,6
"[550,560)",,,560,3,6
"[570,580)",,,580,3,6
"[580,590)",,,590,3,6
"[590,600)",,,600,3,6
"[600,610)",,,610,3,6
"[610,620)",,,620,3,6
"[620,630)",,,630,3,6
"[630,640)",,,640,3,6
"[640,650)",,,650,3,6
"[650,660)",,,660,3,6
"[660,670)",,,670,3,6
"[670,680)",,,680,3,6
"[680,690)",,,690,3,6
"[690,700)",,,700,3,6
"[700,710)",,,710,3,6
"[710,720)",,,720,3,6
"[720,730)",,,730,3,6
"[740,750)",,,750,3,6
"[760,770)",,,770,3,6
"[780,790)",,,790,3,6
"[810,820)",,,820,3,6
"[840,850)",,,850,3,6
"[950,960)",,,960,3,6
"[1.07e+03,1.08e+03)",,,1080,3,6
"",,,,3,6
